Orthogroup	Wisteria	Phaseolus
OG0000148	TRINITY_DN13692_c3_g1_i1.p1	SPADES.k25.NODE_43925_length_767_cov_45.097035_g21756_i0.p1
OG0000148	SPADES.k65.NODE_99484_length_389_cov_4.459877_g55526_i0.p1, SPADES.k45.NODE_99365_length_492_cov_6.129754_g44923_i0.p1, SPADES.k65.NODE_30771_length_1990_cov_7.395325_g13492_i0.p2, TRINITY_DN13484_c0_g1_i3.p1, TRINITY_DN30013_c0_g1_i1.p1, SPADES.k25.NODE_61474_length_1341_cov_8.796353_g21282_i0.p1, SPADES.k45.NODE_23315_length_2505_cov_7.347561_g9662_i0.p2	SPADES.k25.NODE_25651_length_1381_cov_23.019174_g12793_i1.p1, SPADES.k65.NODE_50920_length_348_cov_7.243816_g37909_i0.p1, TRINITY_DN41250_c0_g1_i1.p1, TRINITY_DN11050_c0_g1_i1.p2, SPADES.k25.NODE_3704_length_3143_cov_61.600064_g2088_i0.p3
OG0000148	SPADES.k25.NODE_115064_length_462_cov_5.059497_g53644_i0.p1, SPADES.k25.NODE_75447_length_1068_cov_12.255992_g19796_i1.p1	TRINITY_DN46239_c0_g1_i1.p1, Velvet.k55.NODE_315529_length_381_cov_20.188976.p1
OG0000149	TRINITY_DN55385_c0_g3_i2.p1, SPADES.k45.NODE_99129_length_495_cov_8.124444_g44702_i0.p1, TRINITY_DN41807_c0_g2_i3.p1	SPADES.k25.NODE_57073_length_444_cov_8.949881_g32436_i0.p1
OG0000151	TRINITY_DN47756_c0_g1_i7.p1, TransABySS.k25.S1172346.p2, Velvet.k35.NODE_122377_length_721_cov_28.979195.p1	TRINITY_DN2541_c0_g1_i1.p1
OG0000151	SPADES.k25.NODE_109451_length_529_cov_6.823413_g48575_i0.p1	SPADES.k25.NODE_27802_length_1294_cov_97.594957_g13778_i0.p1
OG0000154	SPADES.k35.NODE_92031_length_693_cov_4.045593_g35856_i0.p1	SPADES.k25.NODE_58501_length_418_cov_33.872774_g33819_i0.p1, SOAP.k45.C198031.p1
OG0000155	SPADES.k45.NODE_67248_length_1129_cov_15.038745_g24018_i0.p1, SPADES.k35.NODE_51957_length_1571_cov_20.414062_g18012_i0.p1, SPADES.k65.NODE_39575_length_1684_cov_13.510809_g13625_i1.p1	TRINITY_DN36133_c0_g1_i1.p1
OG0000155	SPADES.k25.NODE_129141_length_324_cov_4.598662_g67479_i0.p1	TransABySS.k35.S142604.p1
OG0000155	SPADES.k45.NODE_2983_length_4836_cov_14.172407_g1497_i0.p1, SPADES.k65.NODE_1154_length_5787_cov_34.652394_g633_i0.p2, TRINITY_DN24352_c0_g2_i1.p1, SPADES.k25.NODE_1200_length_5607_cov_42.475636_g372_i1.p1, SPADES.k45.NODE_4781_length_4295_cov_81.391294_g2335_i0.p2, SPADES.k55.NODE_63_length_9857_cov_40.457356_g45_i0.p5, TRINITY_DN28853_c0_g2_i1.p1, SPADES.k35.NODE_114269_length_368_cov_3.141141_g55975_i0.p1, TRINITY_DN13317_c0_g1_i2.p2	SPADES.k25.NODE_60477_length_386_cov_13.501385_g35768_i0.p1
OG0000155	SPADES.k45.NODE_82680_length_798_cov_23.273572_g17197_i2.p1, Velvet.k55.NODE_108330_length_259_cov_7.872587.p1, SPADES.k25.NODE_63133_length_1308_cov_13.154326_g21877_i0.p1	SPADES.k65.NODE_8110_length_2207_cov_29.492530_g5488_i0.p1, SOAP.k45.C202445.p1
OG0000156	TRINITY_DN51745_c0_g1_i2.p1, SPADES.k35.NODE_3019_length_4835_cov_137.383542_g266_i6.p1, Velvet.k65.NODE_38673_length_238_cov_9.974790.p1	SPADES.k45.NODE_35011_length_869_cov_31.968447_g18823_i0.p1
OG0000156	SPADES.k25.NODE_125330_length_358_cov_13.636637_g63674_i0.p1	Velvet.k25.NODE_1558710_length_318_cov_21.220125.p1
OG0000161	TRINITY_DN28205_c0_g2_i3.p1, SPADES.k25.NODE_93974_length_758_cov_23.833561_g36874_i0.p1	SPADES.k25.NODE_56487_length_455_cov_24.111628_g31866_i0.p1
OG0000161	SPADES.k45.NODE_13500_length_3131_cov_79.700583_g1164_i16.p2, SOAP.k35.scaffold23021.p1, Velvet.k65.NODE_348226_length_291_cov_6.783505.p1	Velvet.k45.NODE_960532_length_680_cov_38.257355.p1
OG0000163	TRINITY_DN457_c0_g2_i6.p1	TRINITY_DN31849_c0_g1_i2.p1, SPADES.k65.NODE_22756_length_1206_cov_13.448729_g14158_i0.p1
OG0000163	TransABySS.k45.R623587.p1	SPADES.k25.NODE_17298_length_1771_cov_75.653494_g7142_i1.p1, SPADES.k35.NODE_27222_length_1248_cov_35.650453_g14325_i0.p1
OG0000163	TransABySS.k35.R774694.p1	TransABySS.k65.S154656.p1
OG0000163	TransABySS.k55.R483627.p1	TransABySS.k65.R179607.p1
OG0000164	SOAP.k35.scaffold31030.p1	SOAP.k35.scaffold9052.p1, SPADES.k25.NODE_14795_length_1912_cov_81.065183_g7862_i0.p1
OG0000164	SOAP.k55.scaffold33015.p1	SPADES.k45.NODE_34428_length_889_cov_68.161137_g6209_i2.p1
OG0000164	TransABySS.k65.S420080.p1, TransABySS.k65.S403513.p1	TransABySS.k25.S374632.p1, TransABySS.k35.R253418.p1
OG0000164	TransABySS.k25.S1178616.p1	Velvet.k65.NODE_180745_length_1074_cov_61.368713.p1
OG0000164	SPADES.k25.NODE_37286_length_1939_cov_41.495298_g3376_i15.p1, TRINITY_DN5967_c1_g1_i2.p1, SOAP.k35.C785449.p1	TRINITY_DN6608_c0_g4_i1.p1, SPADES.k35.NODE_22027_length_1475_cov_79.873611_g3475_i2.p1
OG0000164	TransABySS.k65.S153401.p1	TRINITY_DN51412_c0_g1_i1.p1
OG0000164	TransABySS.k25.S1164996.p1	SOAP.k45.C185544.p1, Velvet.k65.NODE_50199_length_1109_cov_50.824165.p1
OG0000165	TransABySS.k45.R602726.p1	SPADES.k35.NODE_1572_length_3843_cov_53.059874_g979_i0.p1
OG0000165	SPADES.k35.NODE_16944_length_2923_cov_104.606648_g6909_i0.p1, TRINITY_DN42409_c0_g1_i1.p2	TRINITY_DN60013_c0_g1_i1.p1
OG0000165	SPADES.k65.NODE_6264_length_3761_cov_45.864719_g2889_i1.p1, TransABySS.k55.R482539.p1, SPADES.k35.NODE_8115_length_3755_cov_147.699731_g3594_i0.p3, TRINITY_DN122931_c0_g1_i1.p1, SPADES.k65.NODE_6240_length_3765_cov_33.866216_g1081_i3.p1, TransABySS.k35.R772777.p1, SPADES.k35.NODE_8115_length_3755_cov_147.699731_g3594_i0.p2	SPADES.k25.NODE_61135_length_375_cov_38.502857_g36424_i0.p1
OG0000166	SPADES.k35.NODE_31413_length_2203_cov_77.273985_g3709_i4.p2, SPADES.k45.NODE_36963_length_1961_cov_22.674322_g329_i3.p1, SOAP.k65.C314195.p1, TRINITY_DN776_c6_g1_i1.p2, SPADES.k65.NODE_1318_length_5627_cov_22.261597_g707_i0.p3, SPADES.k25.NODE_11170_length_3225_cov_78.235938_g4526_i0.p1	SPADES.k25.NODE_53947_length_504_cov_5.736952_g29478_i0.p1
OG0000169	SOAP.k35.scaffold12890.p2, SPADES.k45.NODE_4697_length_4320_cov_80.236491_g391_i12.p6	SPADES.k25.NODE_28351_length_1274_cov_55.698159_g4474_i2.p2
OG0000169	Velvet.k55.NODE_711316_length_362_cov_11.988951.p1	TransABySS.k35.S15985.p1
OG0000170	SPADES.k45.NODE_8557_length_3649_cov_57.887902_g1747_i10.p2	SPADES.k35.NODE_46497_length_591_cov_13.039568_g25458_i0.p1, SPADES.k35.NODE_41436_length_745_cov_19.061972_g19848_i1.p1, SPADES.k25.NODE_45200_length_729_cov_11.079545_g22573_i0.p2, SPADES.k45.NODE_58388_length_315_cov_63.114815_g39528_i0.p1, SPADES.k55.NODE_35685_length_740_cov_37.927007_g20910_i0.p1, SPADES.k25.NODE_8992_length_2357_cov_154.855060_g4937_i1.p1, SPADES.k25.NODE_8991_length_2357_cov_157.971269_g4937_i0.p1, SPADES.k65.NODE_10543_length_1973_cov_13.267296_g7062_i0.p1, SPADES.k65.NODE_21638_length_1264_cov_25.788991_g13538_i0.p1, TRINITY_DN5275_c0_g1_i1.p1, SPADES.k35.NODE_43984_length_666_cov_22.538827_g23455_i0.p1, SPADES.k45.NODE_5797_length_2659_cov_37.923871_g325_i1.p1, SPADES.k25.NODE_21063_length_1581_cov_24.229434_g10611_i1.p2, SPADES.k25.NODE_55168_length_480_cov_8.991209_g30611_i0.p1, SPADES.k25.NODE_43055_length_791_cov_21.571802_g21253_i0.p1, SPADES.k35.NODE_52585_length_453_cov_7.669856_g31153_i0.p1
OG0000175	SPADES.k25.NODE_124760_length_364_cov_2.949853_g63108_i0.p1	SPADES.k45.NODE_39449_length_714_cov_10.032885_g21684_i0.p1
OG0000175	SOAP.k25.C1280184.p2, TransABySS.k25.J1209389.p1, SPADES.k65.NODE_2108_length_5053_cov_32.115076_g1129_i0.p3, SPADES.k55.NODE_93279_length_501_cov_10.170404_g44278_i0.p1, TransABySS.k45.R606209.p1, SPADES.k45.NODE_74787_length_963_cov_17.831155_g27355_i0.p1	SPADES.k55.NODE_32484_length_864_cov_13.734240_g18746_i0.p1, SPADES.k25.NODE_3124_length_3282_cov_57.077372_g1773_i0.p3
OG0000175	TRINITY_DN9056_c0_g2_i1.p1, Velvet.k55.NODE_153011_length_1188_cov_47.872894.p1, Velvet.k65.NODE_115916_length_1949_cov_44.807594.p1, SPADES.k25.NODE_55035_length_1480_cov_29.019931_g18960_i0.p1	SPADES.k65.NODE_31744_length_801_cov_34.672554_g19681_i0.p1, TransABySS.k25.R357468.p1
OG0000176	SPADES.k25.NODE_125255_length_359_cov_7.464072_g63599_i0.p1, SPADES.k35.NODE_115340_length_357_cov_7.614907_g57043_i0.p1, SPADES.k25.NODE_7998_length_3574_cov_40.593688_g3334_i0.p2	SPADES.k25.NODE_55463_length_474_cov_8.668151_g30892_i0.p2, SPADES.k25.NODE_40190_length_873_cov_26.428066_g16807_i1.p1, SPADES.k35.NODE_42651_length_707_cov_12.355655_g22479_i0.p1, SPADES.k25.NODE_53063_length_523_cov_16.933735_g28666_i0.p1, SPADES.k25.NODE_54749_length_488_cov_12.282937_g30218_i0.p1
OG0000182	TRINITY_DN1189_c2_g1_i1.p1	SPADES.k35.NODE_9958_length_2223_cov_74.947441_g5913_i0.p1
OG0000182	SOAP.k45.scaffold11503.p1	SPADES.k35.NODE_11314_length_2107_cov_87.524131_g3234_i4.p1
OG0000182	TransABySS.k35.S813686.p1	SPADES.k45.NODE_8374_length_2331_cov_46.300087_g5126_i0.p1
OG0000182	SPADES.k25.NODE_23702_length_2438_cov_114.395358_g8856_i0.p1	TRINITY_DN63354_c0_g1_i1.p1
OG0000182	TRINITY_DN1193_c0_g1_i11.p1	TransABySS.k25.S385500.p1
OG0000189	SOAP.k25.scaffold41511.p2, SPADES.k45.NODE_9031_length_3585_cov_39.650000_g1601_i6.p2	SPADES.k35.NODE_25326_length_1325_cov_69.565891_g1894_i12.p1
OG0000190	SOAP.k45.scaffold33869.p1, SOAP.k55.C495389.p1	TRINITY_DN1382_c0_g1_i15.p1, TransABySS.k25.S386623.p1
OG0000190	TransABySS.k45.S637162.p1	TransABySS.k25.S369706.p1, TransABySS.k25.R357531.p1
OG0000190	SPADES.k25.NODE_590_length_6444_cov_128.866179_g276_i0.p2	SPADES.k35.NODE_32140_length_1060_cov_34.545366_g16605_i0.p1, TransABySS.k25.R360155.p1
OG0000190	SPADES.k25.NODE_33018_length_2075_cov_51.183415_g4852_i2.p1	SOAP.k65.C83104.p1
OG0000190	TransABySS.k65.S467097.p1	TransABySS.k35.R253970.p1, SPADES.k35.NODE_30009_length_1136_cov_85.598547_g15618_i0.p1
OG0000191	SPADES.k65.NODE_4447_length_4155_cov_75.471883_g2281_i0.p1, TransABySS.k55.R482388.p1, TransABySS.k55.R482388.p2	SPADES.k25.NODE_45749_length_713_cov_45.626453_g22937_i0.p1
OG0000195	SOAP.k65.C355275.p1	TransABySS.k35.R253079.p1
OG0000195	TRINITY_DN6736_c0_g1_i13.p1	SOAP.k35.C272939.p1
OG0000195	SPADES.k25.NODE_1447_length_5392_cov_41.096143_g532_i1.p2	SPADES.k35.NODE_26689_length_1270_cov_33.147368_g14106_i0.p1
OG0000195	SOAP.k55.C509163.p1	SOAP.k65.C97162.p1
OG0000195	TransABySS.k55.S509829.p1	SOAP.k45.C201677.p1
OG0000196	SPADES.k45.NODE_6412_length_3966_cov_80.994644_g1770_i2.p1	SPADES.k55.NODE_2774_length_3240_cov_56.674411_g1850_i0.p1
OG0000196	SPADES.k45.NODE_10441_length_3420_cov_85.708444_g4446_i2.p1	TRINITY_DN23805_c0_g1_i2.p1
OG0000197	TransABySS.k65.S441484.p1	TRINITY_DN3178_c0_g1_i11.p1, TRINITY_DN3178_c0_g1_i6.p1
OG0000197	TransABySS.k55.S550617.p1	SPADES.k45.NODE_10569_length_2114_cov_66.600290_g6406_i0.p1
OG0000197	TransABySS.k45.R602346.p1, TransABySS.k55.R483093.p1, SPADES.k35.NODE_24103_length_2517_cov_88.811039_g9416_i0.p2, TransABySS.k65.R391933.p1, TransABySS.k65.S420853.p1	SPADES.k25.NODE_25578_length_1383_cov_94.397644_g5818_i6.p1
OG0000197	TransABySS.k35.S844972.p1	SOAP.k65.C80334.p1
OG0000197	TRINITY_DN2789_c0_g1_i55.p1	TransABySS.k65.R182302.p1
OG0000197	SPADES.k55.NODE_82873_length_688_cov_5.603476_g35052_i0.p1	SPADES.k35.NODE_29430_length_1156_cov_105.549509_g5909_i11.p1, TRINITY_DN11845_c0_g1_i17.p1
OG0000197	SPADES.k35.NODE_59117_length_1392_cov_125.641120_g20251_i0.p1	TransABySS.k35.S263212.p1
OG0000200	SPADES.k45.NODE_13470_length_3134_cov_60.180965_g5979_i0.p1	SPADES.k65.NODE_13219_length_1762_cov_52.572775_g8700_i0.p1, TransABySS.k45.R219694.p1
OG0000200	SOAP.k65.scaffold3514.p1	TRINITY_DN500_c0_g3_i3.p1
OG0000200	SPADES.k35.NODE_50163_length_1619_cov_92.271465_g17475_i0.p1, TransABySS.k45.S695199.p1	SOAP.k65.C93782.p1
OG0000200	Velvet.k55.NODE_1275124_length_1206_cov_37.621063.p1	SPADES.k35.NODE_21627_length_1493_cov_96.042524_g11781_i0.p1, SPADES.k25.NODE_25395_length_1390_cov_121.972161_g12721_i0.p1
OG0000201	TRINITY_DN7838_c0_g1_i5.p1	SPADES.k25.NODE_27243_length_1316_cov_44.523625_g13545_i0.p1
OG0000205	TransABySS.k45.R609665.p1	SPADES.k35.NODE_12847_length_1989_cov_78.596213_g7509_i0.p1
OG0000205	TransABySS.k25.R1177718.p1	SOAP.k45.C203195.p1
OG0000205	TransABySS.k55.S540898.p1	SPADES.k35.NODE_14824_length_1861_cov_77.493428_g7077_i1.p1
OG0000205	TransABySS.k35.R775661.p1	TRINITY_DN483_c0_g1_i4.p1, SPADES.k35.NODE_8654_length_2343_cov_80.261265_g1923_i1.p1
OG0000208	TRINITY_DN4129_c1_g1_i1.p2, SPADES.k25.NODE_20258_length_2602_cov_200.415211_g5025_i5.p2, SPADES.k65.NODE_24854_length_2234_cov_26.319041_g1079_i20.p1, SPADES.k35.NODE_48721_length_1659_cov_108.393473_g9721_i1.p3, SPADES.k25.NODE_101481_length_641_cov_26.998377_g42149_i0.p2	TransABySS.k25.J360035.p1
OG0000208	SPADES.k35.NODE_32881_length_2150_cov_36.203310_g9963_i3.p1, TRINITY_DN24839_c0_g1_i18.p1	SPADES.k35.NODE_16075_length_1784_cov_53.797599_g515_i2.p1, SPADES.k25.NODE_14244_length_1947_cov_85.246618_g7066_i1.p1
OG0000208	SPADES.k25.NODE_24523_length_2402_cov_17.828776_g227_i17.p1, TRINITY_DN24057_c1_g1_i1.p2	SPADES.k35.NODE_16075_length_1784_cov_53.797599_g515_i2.p2, TRINITY_DN8264_c0_g1_i1.p1
OG0000210	TRINITY_DN51896_c0_g1_i1.p1	SPADES.k35.NODE_42612_length_708_cov_26.888559_g22451_i0.p1, SPADES.k55.NODE_36327_length_716_cov_13.983359_g21385_i0.p1
OG0000211	SPADES.k65.NODE_6801_length_3670_cov_32.911789_g59_i6.p2	SPADES.k25.NODE_54549_length_492_cov_22.436831_g30030_i0.p1
OG0000213	SPADES.k25.NODE_213_length_7939_cov_43.262699_g97_i0.p2, TransABySS.k25.S245819.p1, SPADES.k55.NODE_41800_length_1708_cov_5.465215_g16517_i0.p1, SPADES.k25.NODE_18628_length_2693_cov_54.371814_g272_i8.p1, TRINITY_DN38711_c0_g1_i3.p1, TransABySS.k55.S315319.p1, SPADES.k65.NODE_431_length_7058_cov_24.638639_g246_i0.p2, SPADES.k45.NODE_46175_length_1672_cov_7.358328_g17003_i0.p1, TRINITY_DN70641_c0_g1_i1.p1, SOAP.k25.scaffold40274.p2, TransABySS.k55.S500288.p1, SPADES.k25.NODE_41861_length_1811_cov_29.307951_g14708_i0.p1, Velvet.k55.NODE_1178191_length_765_cov_17.248365.p1, SPADES.k65.NODE_2434_length_4871_cov_74.610071_g439_i2.p2, TransABySS.k45.S717845.p1, SPADES.k25.NODE_42449_length_1794_cov_129.139062_g955_i5.p1, SPADES.k55.NODE_55995_length_1307_cov_8.383387_g21131_i0.p1, SPADES.k35.NODE_33250_length_2137_cov_33.104662_g508_i23.p1, SPADES.k35.NODE_82990_length_870_cov_21.409581_g7359_i1.p1, TransABySS.k25.R1173614.p1, SPADES.k55.NODE_4738_length_4219_cov_58.039145_g2386_i0.p2, SPADES.k65.NODE_2557_length_4814_cov_55.900190_g1376_i0.p3, TransABySS.k25.S1183625.p1, SPADES.k45.NODE_17156_length_2860_cov_22.007815_g7388_i0.p1, SPADES.k35.NODE_5128_length_4251_cov_37.092030_g404_i5.p1, SOAP.k55.C504707.p1, TRINITY_DN19556_c0_g2_i1.p1, TRINITY_DN28242_c0_g1_i1.p1	TRINITY_DN113_c0_g1_i2.p1
OG0000214	SOAP.k55.scaffold27185.p1	TransABySS.k25.S384875.p1, TransABySS.k35.R254944.p1, TRINITY_DN9621_c0_g2_i29.p1
OG0000214	TransABySS.k35.R781832.p1	SPADES.k45.NODE_43016_length_599_cov_51.093863_g24507_i0.p1
OG0000214	SPADES.k25.NODE_90612_length_811_cov_7.662850_g34794_i0.p1	SPADES.k25.NODE_50026_length_598_cov_18.998255_g26073_i0.p1
OG0000215	TransABySS.k45.R609690.p1	SPADES.k25.NODE_48881_length_628_cov_36.842454_g25193_i0.p1
OG0000215	TRINITY_DN4309_c0_g1_i2.p2	SPADES.k65.NODE_31913_length_793_cov_49.418956_g7160_i2.p1
OG0000215	SPADES.k35.NODE_47590_length_1692_cov_87.035003_g11673_i3.p1	SPADES.k35.NODE_28174_length_1205_cov_46.152137_g14757_i0.p1
OG0000217	TRINITY_DN69132_c0_g1_i1.p1	SPADES.k25.NODE_37964_length_942_cov_28.741549_g18473_i0.p1, SPADES.k25.NODE_53668_length_510_cov_16.919588_g29220_i0.p1, SPADES.k35.NODE_47599_length_562_cov_9.823529_g26429_i0.p1
OG0000223	SPADES.k35.NODE_64510_length_1265_cov_70.421951_g833_i7.p1	TRINITY_DN5046_c0_g2_i2.p2, SPADES.k25.NODE_483_length_5024_cov_88.251450_g296_i0.p2
OG0000223	SPADES.k25.NODE_110685_length_514_cov_2.781186_g49648_i0.p1, SPADES.k35.NODE_114037_length_370_cov_4.116418_g55744_i0.p1, SPADES.k25.NODE_109677_length_526_cov_10.449102_g48774_i0.p1, SPADES.k35.NODE_41286_length_1874_cov_76.853725_g2253_i4.p1, SPADES.k25.NODE_102774_length_623_cov_5.354515_g43128_i0.p1	SPADES.k25.NODE_43968_length_766_cov_24.102564_g21785_i0.p1
OG0000223	Velvet.k25.NODE_7727562_length_290_cov_4.206897.p1, SPADES.k35.NODE_105171_length_471_cov_3.428899_g47002_i0.p1, SPADES.k35.NODE_79918_length_933_cov_65.087973_g1536_i17.p1, SPADES.k25.NODE_92249_length_784_cov_76.761528_g17750_i3.p1, SPADES.k25.NODE_126569_length_347_cov_5.633540_g64911_i0.p1, TransABySS.k25.R1185464.p1	SPADES.k25.NODE_64826_length_321_cov_8.364865_g40112_i0.p1
OG0000225	TransABySS.k65.R394730.p1	SOAP.k65.C95910.p1
OG0000234	TransABySS.k45.S661681.p1, TRINITY_DN1181_c1_g3_i2.p1	SPADES.k25.NODE_43514_length_778_cov_40.476760_g21501_i0.p1
OG0000234	SOAP.k45.C600610.p2, SPADES.k35.NODE_46612_length_1719_cov_39.182304_g1403_i3.p1, TransABySS.k35.S839808.p1	SPADES.k45.NODE_7957_length_2374_cov_57.560756_g4888_i0.p1, SPADES.k45.NODE_25921_length_1225_cov_78.420339_g14236_i0.p1, TransABySS.k35.S261550.p1, SPADES.k25.NODE_9111_length_2345_cov_199.493103_g198_i9.p1, SPADES.k55.NODE_21624_length_1340_cov_57.496498_g6283_i2.p1, SPADES.k45.NODE_21308_length_1438_cov_70.233309_g12046_i0.p1, SPADES.k45.NODE_25574_length_1241_cov_84.295151_g14069_i0.p1, SPADES.k55.NODE_30971_length_925_cov_33.134483_g17851_i0.p1, TRINITY_DN1646_c0_g1_i35.p1, TRINITY_DN1378_c0_g1_i2.p1, SPADES.k35.NODE_29589_length_1151_cov_130.441756_g15411_i0.p1, SPADES.k35.NODE_25655_length_1310_cov_117.207059_g13621_i0.p1, SPADES.k65.NODE_20427_length_1325_cov_44.733333_g12850_i0.p1
OG0000235	SPADES.k35.NODE_77449_length_983_cov_12.973629_g27312_i0.p1	SPADES.k65.NODE_6234_length_2437_cov_32.045953_g369_i5.p1, SPADES.k25.NODE_483_length_5024_cov_88.251450_g296_i0.p4, Velvet.k55.NODE_335339_length_294_cov_4.921769.p1
OG0000238	Velvet.k65.NODE_364999_length_479_cov_11.402923.p1	SPADES.k35.NODE_7405_length_2481_cov_61.386754_g4460_i0.p1, SPADES.k25.NODE_3242_length_3260_cov_63.801855_g1837_i0.p1
OG0000240	SPADES.k65.NODE_55025_length_1238_cov_18.606991_g143_i43.p1, SPADES.k55.NODE_49960_length_1466_cov_21.183558_g19052_i0.p2, SPADES.k65.NODE_43169_length_1570_cov_8.896346_g17846_i0.p2, SPADES.k45.NODE_69023_length_1088_cov_32.887824_g24772_i0.p2, SPADES.k55.NODE_55192_length_1327_cov_12.933962_g20857_i0.p2, SPADES.k55.NODE_69332_length_982_cov_4.031284_g26715_i0.p2, SPADES.k25.NODE_52164_length_1547_cov_148.850854_g18005_i0.p1, SPADES.k25.NODE_46670_length_1683_cov_260.865501_g21_i60.p1, SPADES.k45.NODE_69023_length_1088_cov_32.887824_g24772_i0.p1, Velvet.k55.NODE_66495_length_530_cov_9.762264.p1, SPADES.k55.NODE_49960_length_1466_cov_21.183558_g19052_i0.p3, SPADES.k55.NODE_78905_length_771_cov_25.331006_g32222_i0.p1, TransABySS.k55.R502833.p1, TRINITY_DN6392_c0_g1_i4.p1, SPADES.k45.NODE_21751_length_2586_cov_25.242818_g6449_i2.p1, SPADES.k45.NODE_14702_length_3035_cov_16.885953_g6449_i0.p1, SPADES.k45.NODE_52455_length_1497_cov_26.980716_g3825_i6.p2, SPADES.k45.NODE_71600_length_1031_cov_78.473631_g84_i38.p2, SPADES.k45.NODE_56330_length_1395_cov_28.084444_g3825_i7.p2, SPADES.k25.NODE_117633_length_433_cov_46.806373_g56091_i0.p1, SPADES.k65.NODE_19155_length_2529_cov_11.243912_g8896_i0.p1, SPADES.k45.NODE_54388_length_1446_cov_13.784440_g19489_i0.p1, SOAP.k35.C724645.p1, SPADES.k35.NODE_59879_length_1375_cov_24.581343_g20499_i0.p4, SPADES.k65.NODE_70130_length_869_cov_11.827114_g29559_i0.p1, SPADES.k45.NODE_81948_length_814_cov_10.123537_g31215_i0.p1, SPADES.k55.NODE_57990_length_1256_cov_20.628643_g2440_i4.p1, SPADES.k65.NODE_81211_length_634_cov_8.335677_g37772_i0.p1, SOAP.k55.C466965.p1, SPADES.k45.NODE_487_length_7110_cov_46.858457_g267_i0.p3, SPADES.k65.NODE_1311_length_5633_cov_26.520833_g703_i0.p2, SPADES.k35.NODE_67120_length_1206_cov_41.539710_g23026_i0.p1, SPADES.k35.NODE_59879_length_1375_cov_24.581343_g20499_i0.p1, SPADES.k65.NODE_9410_length_3316_cov_18.701015_g4696_i0.p2	SPADES.k25.NODE_894_length_4419_cov_71.298589_g535_i0.p2
OG0000241	SPADES.k35.NODE_10769_length_3430_cov_28.901325_g2992_i2.p1, SPADES.k65.NODE_58365_length_1153_cov_7.576287_g23545_i0.p1	TRINITY_DN32712_c0_g1_i1.p1
OG0000246	SPADES.k65.NODE_74769_length_766_cov_47.171184_g32707_i0.p1, TRINITY_DN10570_c0_g1_i5.p1, SPADES.k45.NODE_83842_length_773_cov_89.506868_g32385_i0.p1	TRINITY_DN66196_c0_g1_i1.p1
OG0000246	SPADES.k25.NODE_66176_length_1245_cov_139.610656_g23005_i0.p1, SPADES.k25.NODE_79598_length_996_cov_117.823893_g28880_i0.p1	TRINITY_DN6335_c0_g1_i2.p1
OG0000247	SPADES.k25.NODE_69388_length_1183_cov_37.999136_g24305_i0.p1, SPADES.k25.NODE_30220_length_2175_cov_40.230698_g10945_i0.p1, SPADES.k55.NODE_63_length_9857_cov_40.457356_g45_i0.p4, SPADES.k25.NODE_1302_length_5523_cov_69.754092_g522_i1.p1, TransABySS.k25.S1183691.p1, SOAP.k35.scaffold40846.p1, SPADES.k55.NODE_2623_length_4917_cov_19.958659_g517_i1.p3, SPADES.k65.NODE_19585_length_2505_cov_18.886475_g7146_i2.p2	SPADES.k45.NODE_2055_length_3630_cov_51.435983_g1238_i0.p2, SPADES.k35.NODE_6798_length_2555_cov_14.596825_g4099_i0.p2
OG0000248	SPADES.k25.NODE_71549_length_1142_cov_14.618621_g25219_i0.p1, SPADES.k65.NODE_65714_length_971_cov_7.380795_g27093_i0.p1, SPADES.k25.NODE_58309_length_1406_cov_8.968863_g20145_i0.p2, TRINITY_DN27767_c0_g1_i11.p1, TRINITY_DN32174_c1_g1_i2.p2, SPADES.k45.NODE_49917_length_1566_cov_9.795529_g18118_i0.p2, TRINITY_DN3310_c0_g1_i11.p2, SPADES.k35.NODE_57575_length_1430_cov_10.359140_g19762_i0.p2, Velvet.k45.NODE_2280934_length_797_cov_11.775408.p1, SPADES.k45.NODE_113155_length_340_cov_5.898305_g58579_i0.p1	SPADES.k25.NODE_8080_length_2454_cov_17.617950_g4465_i0.p1
OG0000258	TRINITY_DN24656_c0_g1_i1.p1	TRINITY_DN41485_c0_g2_i1.p1, TRINITY_DN60437_c0_g1_i1.p1, SPADES.k25.NODE_50962_length_572_cov_29.705667_g26844_i0.p1
OG0000262	SPADES.k35.NODE_15593_length_3018_cov_88.125712_g5851_i3.p1	SPADES.k65.NODE_8095_length_2208_cov_51.186188_g5478_i0.p1
OG0000262	TransABySS.k65.R393055.p1	SPADES.k35.NODE_10223_length_2200_cov_41.885912_g6066_i0.p1
OG0000263	SOAP.k65.C347387.p1, SPADES.k25.NODE_47238_length_1669_cov_79.966545_g5237_i7.p2	SPADES.k25.NODE_53166_length_521_cov_10.497984_g28762_i0.p1
