SOAP.k25.C1045664	SOAP.k25.C1045664^POLX_TOBAC
SOAP.k25.scaffold2106	SOAP.k25.scaffold2106^Y4141_ARATH
SOAP.k25.scaffold21331	SOAP.k25.scaffold21331^NHP2_ARATH^Ribosomal_L7Ae
SOAP.k25.scaffold21516	SOAP.k25.scaffold21516^Usp
SOAP.k25.scaffold21689	SOAP.k25.scaffold21689^CPR49_ARATH
SOAP.k25.scaffold22013	SOAP.k25.scaffold22013^PADRE
SOAP.k25.scaffold22205	SOAP.k25.scaffold22205^SGT1_ORYSJ
SOAP.k25.scaffold22222	SOAP.k25.scaffold22222^ENL09_ARATH^Cu_bind_like
SOAP.k25.scaffold22254	SOAP.k25.scaffold22254^TPP2_ARATH^Peptidase_S26
SOAP.k25.scaffold2226	SOAP.k25.scaffold2226^RU1C_VITVI
SOAP.k25.scaffold22330	SOAP.k25.scaffold22330^SRM1_ARATH
SOAP.k25.scaffold22420	SOAP.k25.scaffold22420^PP217_ARATH^PPR
SOAP.k25.scaffold22465	SOAP.k25.scaffold22465^TRXH_RICCO
SOAP.k25.scaffold22587	SOAP.k25.scaffold22587^GT14A_ARATH^Branch
SOAP.k25.scaffold22625	SOAP.k25.scaffold22625^MYRS_QUEIL^ATESY_VITVI^Terpene_synth^Terpene_synth_C
SOAP.k25.scaffold2281	SOAP.k25.scaffold2281^ATL46_ARATH^zf-rbx1
SOAP.k25.scaffold22944	SOAP.k25.scaffold22944^BRE1A_ORYSI
SOAP.k25.scaffold23108	SOAP.k25.scaffold23108^RS271_ARATH
SOAP.k25.scaffold23118	SOAP.k25.scaffold23118^CLPP4_ARATH^CLP_protease
SOAP.k25.scaffold23211	SOAP.k25.scaffold23211^zf-met
SOAP.k25.scaffold23227	SOAP.k25.scaffold23227^Biotin_lipoyl
SOAP.k25.scaffold23240	SOAP.k25.scaffold23240^SLP2_ARATH^Metallophos
SOAP.k25.scaffold23507	SOAP.k25.scaffold23507^ATG5_ARATH
SOAP.k25.scaffold23650	SOAP.k25.scaffold23650^RL36_SYNY3^Ribosomal_L36
SOAP.k25.scaffold23666	SOAP.k25.scaffold23666^PGML2_ARATH
SOAP.k25.scaffold23796	SOAP.k25.scaffold23796^Y2317_ARATH^LRRNT_2^Pkinase
SOAP.k25.scaffold23905	SOAP.k25.scaffold23905^PUB24_ARATH^U-box
SOAP.k25.scaffold2391	SOAP.k25.scaffold2391^MGAT2_ARATH^MGAT2
SOAP.k25.scaffold24079	SOAP.k25.scaffold24079^GSDA_ARATH
SOAP.k25.scaffold2419	SOAP.k25.scaffold2419^PI-PLC-X
SOAP.k25.scaffold24212	SOAP.k25.scaffold24212^PFKA4_ARATH^PFK
SOAP.k25.scaffold244	SOAP.k25.scaffold244^ILVH1_ARATH^ACT
SOAP.k25.scaffold24425	SOAP.k25.scaffold24425^UBP25_ARATH^UCH
SOAP.k25.scaffold24460	SOAP.k25.scaffold24460^UBC5_ARATH
SOAP.k25.scaffold24514	SOAP.k25.scaffold24514^RVT_3
SOAP.k25.scaffold24531	SOAP.k25.scaffold24531^PTR17_ARATH
SOAP.k25.scaffold24535	SOAP.k25.scaffold24535^CXE15_ARATH^BD-FAE
SOAP.k25.scaffold24624	SOAP.k25.scaffold24624^CKL12_ARATH
SOAP.k25.scaffold24659	SOAP.k25.scaffold24659^SCL1_ARATH
SOAP.k25.scaffold24673	SOAP.k25.scaffold24673^SPY_PETHY
SOAP.k25.scaffold24738	SOAP.k25.scaffold24738^Ribosomal_L37
SOAP.k25.scaffold2483	SOAP.k25.scaffold2483^VPS2C_ARATH
SOAP.k25.scaffold24834	SOAP.k25.scaffold24834^SRF3_ARATH
SOAP.k25.scaffold25085	SOAP.k25.scaffold25085^FRS10_ARATH^FAR1
SOAP.k25.scaffold25212	SOAP.k25.scaffold25212^ARFD_ARATH
SOAP.k25.scaffold25312	SOAP.k25.scaffold25312^FLZ15_ARATH^zf-FLZ
SOAP.k25.scaffold25424	SOAP.k25.scaffold25424^FIP2_ARATH^BTB_2
SOAP.k25.scaffold25479	SOAP.k25.scaffold25479^SPNS2_ARATH^MFS_1
SOAP.k25.scaffold2563	SOAP.k25.scaffold2563^POLR_DROME^RVT_1^zf-CCHC_4
SOAP.k25.scaffold25748	SOAP.k25.scaffold25748^TVP23_ARATH^DUF846
SOAP.k25.scaffold2576	SOAP.k25.scaffold2576^Grg1
SOAP.k25.scaffold25803	SOAP.k25.scaffold25803^SOQ1_ARATH^Thioredoxin
SOAP.k25.scaffold26021	SOAP.k25.scaffold26021^PE192_ARATH^Pex19
SOAP.k25.scaffold26100	SOAP.k25.scaffold26100^RINGv
SOAP.k25.scaffold26162	SOAP.k25.scaffold26162^POL2_DROME^RVT_1
SOAP.k25.scaffold26225	SOAP.k25.scaffold26225^DNLI4_ARATH^DNA_ligase_A_N
SOAP.k25.scaffold26285	SOAP.k25.scaffold26285^AUX22_SOYBN^AUX_IAA
SOAP.k25.scaffold26523	SOAP.k25.scaffold26523^SUVH3_ARATH^Pre-SET
SOAP.k25.scaffold26599	SOAP.k25.scaffold26599^RLMN_ACAM1^Radical_SAM
SOAP.k25.scaffold26619	SOAP.k25.scaffold26619^Auxin_inducible
SOAP.k25.scaffold2664	SOAP.k25.scaffold2664^HD16N_ORYSJ
SOAP.k25.scaffold26740	SOAP.k25.scaffold26740^STSYN_PEA^Raffinose_syn
SOAP.k25.scaffold26833	SOAP.k25.scaffold26833^ACCD_LOTJA^Carboxyl_trans
SOAP.k25.scaffold26942	SOAP.k25.scaffold26942^ERH_ARATH^ER
SOAP.k25.scaffold27004	SOAP.k25.scaffold27004^SNARE_assoc
SOAP.k25.scaffold27066	SOAP.k25.scaffold27066^GATL3_ARATH^Glyco_transf_8
SOAP.k25.scaffold27220	SOAP.k25.scaffold27220^LONF1_HUMAN^zf-C3HC4_3
SOAP.k25.scaffold27380	SOAP.k25.scaffold27380^ATL23_ARATH^zf-RING_2
SOAP.k25.scaffold27659	SOAP.k25.scaffold27659^ACER_ARATH
SOAP.k25.scaffold27664	SOAP.k25.scaffold27664^U1125_ARATH^AP5B1_middle^Ubiquitin_4
SOAP.k25.scaffold27752	SOAP.k25.scaffold27752^PPR83_ARATH^PPR
SOAP.k25.scaffold27754	SOAP.k25.scaffold27754^zf-CCHC_3
SOAP.k25.scaffold28114	SOAP.k25.scaffold28114^TI172_ARATH^Tim17
SOAP.k25.scaffold28116	SOAP.k25.scaffold28116^MTX_ARATH
SOAP.k25.scaffold28182	SOAP.k25.scaffold28182^E70B1_ARATH
SOAP.k25.scaffold28230	SOAP.k25.scaffold28230^H33_ARATH^Histone
SOAP.k25.scaffold28333	SOAP.k25.scaffold28333^CRR55_ARATH^Stress-antifung
SOAP.k25.scaffold28396	SOAP.k25.scaffold28396^DUF1639
SOAP.k25.scaffold28441	SOAP.k25.scaffold28441^IP5P2_ARATH
SOAP.k25.scaffold28480	SOAP.k25.scaffold28480^ATPD_SPIOL^OSCP
SOAP.k25.scaffold28503	SOAP.k25.scaffold28503^CLE13_ARATH
SOAP.k25.scaffold28551	SOAP.k25.scaffold28551^Y5129_ARATH
SOAP.k25.scaffold2859	SOAP.k25.scaffold2859^Y5129_ARATH
SOAP.k25.scaffold2862	SOAP.k25.scaffold2862^RZF1_ARATH^zinc_ribbon_9
SOAP.k25.scaffold288	SOAP.k25.scaffold288^SECA_PEA^SecA_DEAD
SOAP.k25.scaffold28839	SOAP.k25.scaffold28839^CTNS_ARATH
SOAP.k25.scaffold28894	SOAP.k25.scaffold28894^PDCL3_HUMAN^Phosducin
SOAP.k25.scaffold28911	SOAP.k25.scaffold28911^HIDH_SOYBN^COesterase
SOAP.k25.scaffold2894	SOAP.k25.scaffold2894^DUF3067
SOAP.k25.scaffold29005	SOAP.k25.scaffold29005^CLCC_ARATH
SOAP.k25.scaffold29108	SOAP.k25.scaffold29108^E70C2_ARATH^Exo70_N
SOAP.k25.scaffold29111	SOAP.k25.scaffold29111^SINA4_ARATH
SOAP.k25.scaffold29182	SOAP.k25.scaffold29182^ZIFL1_ARATH
SOAP.k25.scaffold29357	SOAP.k25.scaffold29357^CCD22_DANRE^CCDC22_CC
SOAP.k25.scaffold29358	SOAP.k25.scaffold29358^STIL2_ARATH
SOAP.k25.scaffold29361	SOAP.k25.scaffold29361^EF1B1_ARATH^EF1_GNE
SOAP.k25.scaffold29603	SOAP.k25.scaffold29603^CB5_ARATH^Chloroa_b-bind
SOAP.k25.scaffold29675	SOAP.k25.scaffold29675^AOC_ORYSI
SOAP.k25.scaffold29737	SOAP.k25.scaffold29737^RHC1A_ARATH^zinc_ribbon_9
SOAP.k25.scaffold29942	SOAP.k25.scaffold29942^SDR3B_ARATH^adh_short
SOAP.k25.scaffold30016	SOAP.k25.scaffold30016^C3H30_ARATH
SOAP.k25.scaffold30042	SOAP.k25.scaffold30042^MKP1_ARATH^DSPc
SOAP.k25.scaffold30105	SOAP.k25.scaffold30105^DUF1644
SOAP.k25.scaffold30167	SOAP.k25.scaffold30167^HS154_ARATH^HSP20
SOAP.k25.scaffold30216	SOAP.k25.scaffold30216^RHA4A_ARATH^zf-RING_2
SOAP.k25.scaffold30227	SOAP.k25.scaffold30227^BZP44_ARATH^bZIP_2
SOAP.k25.scaffold30423	SOAP.k25.scaffold30423^KHSE_ARATH^GHMP_kinases_N
SOAP.k25.scaffold30441	SOAP.k25.scaffold30441^SD22_ARATH
SOAP.k25.scaffold30477	SOAP.k25.scaffold30477^CRIM2_ARATH
SOAP.k25.scaffold30872	SOAP.k25.scaffold30872^POLR1_ARATH
SOAP.k25.scaffold3090	SOAP.k25.scaffold3090^HIS2_ARATH^PRA-CH
SOAP.k25.scaffold30915	SOAP.k25.scaffold30915^FTIP1_ARATH^C2
SOAP.k25.scaffold31015	SOAP.k25.scaffold31015^Syntaxin-6_N
SOAP.k25.scaffold31157	SOAP.k25.scaffold31157^FTHS_SPIOL
SOAP.k25.scaffold31179	SOAP.k25.scaffold31179^GT18_ARATH^Exostosin
SOAP.k25.scaffold31272	SOAP.k25.scaffold31272^POLX_TOBAC
SOAP.k25.scaffold31331	SOAP.k25.scaffold31331^DPNPM_ARATH^Inositol_P
SOAP.k25.scaffold31412	SOAP.k25.scaffold31412^JMJ22_ARATH^F-box
SOAP.k25.scaffold31495	SOAP.k25.scaffold31495^GSXL2_ARATH^FMO-like
SOAP.k25.scaffold31631	SOAP.k25.scaffold31631^PR101_MEDTR^Bet_v_1
SOAP.k25.scaffold31676	SOAP.k25.scaffold31676^ERV1_ARATH
SOAP.k25.scaffold31701	SOAP.k25.scaffold31701^CXIP4_ARATH^zf-CCHC_3
SOAP.k25.scaffold31851	SOAP.k25.scaffold31851^AKT2_ARATH
SOAP.k25.scaffold31869	SOAP.k25.scaffold31869^Retrotran_gag_2
SOAP.k25.scaffold31879	SOAP.k25.scaffold31879^SCL14_ARATH^GRAS
SOAP.k25.scaffold31939	SOAP.k25.scaffold31939^PNAA_PRUDU^PNGaseA
SOAP.k25.scaffold32065	SOAP.k25.scaffold32065^GMPPA_MOUSE
SOAP.k25.scaffold3208	SOAP.k25.scaffold3208^MA651_ARATH^MAP65_ASE1
SOAP.k25.scaffold32109	SOAP.k25.scaffold32109^H31_ARATH^Histone
SOAP.k25.scaffold32173	SOAP.k25.scaffold32173^HA22J_ARATH^TB2_DP1_HVA22
SOAP.k25.scaffold32210	SOAP.k25.scaffold32210^CHR28_ARATH^zf-C3HC4_2
SOAP.k25.scaffold32332	SOAP.k25.scaffold32332^zf-B_box
SOAP.k25.scaffold32358	SOAP.k25.scaffold32358^ORRM1_ARATH^RRM_1
SOAP.k25.scaffold32653	SOAP.k25.scaffold32653^PAO2_ARATH
SOAP.k25.scaffold32668	SOAP.k25.scaffold32668^MTEF8_ARATH
SOAP.k25.scaffold32672	SOAP.k25.scaffold32672^PDAT1_ARATH^LCAT
SOAP.k25.scaffold32700	SOAP.k25.scaffold32700^EDR1_ARATH^PK_Tyr_Ser-Thr
SOAP.k25.scaffold32791	SOAP.k25.scaffold32791^VILI3_ARATH
SOAP.k25.scaffold32866	SOAP.k25.scaffold32866^FEI2_ARATH
SOAP.k25.scaffold33089	SOAP.k25.scaffold33089^CTOMT_SOLLC^Methyltransf_2
SOAP.k25.scaffold331	SOAP.k25.scaffold331^FBK8_ARATH^CAF1I_ARATH^CAF1^F-box
SOAP.k25.scaffold33130	SOAP.k25.scaffold33130^NFYA3_ARATH^CBFB_NFYA
SOAP.k25.scaffold33212	SOAP.k25.scaffold33212^DPOLA_ORYSJ^DNA_pol_alpha_N
SOAP.k25.scaffold33260	SOAP.k25.scaffold33260^ST7R_ARATH
SOAP.k25.scaffold33327	SOAP.k25.scaffold33327^FAP1_ARATH^Chalcone_2
SOAP.k25.scaffold33647	SOAP.k25.scaffold33647^DOF14_ARATH^zf-Dof
SOAP.k25.scaffold33841	SOAP.k25.scaffold33841^POLR1_ARATH
SOAP.k25.scaffold33968	SOAP.k25.scaffold33968^TATC_PEA^TatC
SOAP.k25.scaffold33986	SOAP.k25.scaffold33986^SUS2_PEA^SUS2_ARATH^Sucrose_synth
SOAP.k25.scaffold34037	SOAP.k25.scaffold34037^FAA28_MYCMM^AMP-binding
SOAP.k25.scaffold34058	SOAP.k25.scaffold34058^DRL4_ARATH^Rx_N
SOAP.k25.scaffold34078	SOAP.k25.scaffold34078^DUF3444
SOAP.k25.scaffold34162	SOAP.k25.scaffold34162^DJC28_MOUSE^DJC28_CD
SOAP.k25.scaffold34230	SOAP.k25.scaffold34230^IFR_PEA
SOAP.k25.scaffold34448	SOAP.k25.scaffold34448^RVT_1
SOAP.k25.scaffold34465	SOAP.k25.scaffold34465^SYYC_PONAB^tRNA_bind
SOAP.k25.scaffold34493	SOAP.k25.scaffold34493^Pollen_Ole_e_1
SOAP.k25.scaffold34592	SOAP.k25.scaffold34592^ART3_YEAST
SOAP.k25.scaffold34682	SOAP.k25.scaffold34682^PP185_ARATH^BPS1^PPR
SOAP.k25.scaffold34900	SOAP.k25.scaffold34900^RNG1L_ARATH^zinc_ribbon_9
SOAP.k25.scaffold34923	SOAP.k25.scaffold34923^Transpos_assoc
SOAP.k25.scaffold34998	SOAP.k25.scaffold34998^MUB4_ARATH^Rad60-SLD_2
SOAP.k25.scaffold3503	SOAP.k25.scaffold3503^B3GT7_ARATH
SOAP.k25.scaffold35174	SOAP.k25.scaffold35174^RMR2_ORYSJ
SOAP.k25.scaffold35205	SOAP.k25.scaffold35205^FLZ8_ARATH^zf-FLZ
SOAP.k25.scaffold35267	SOAP.k25.scaffold35267^HBPL1_ARATH^SOUL
SOAP.k25.scaffold35385	SOAP.k25.scaffold35385^FB84_ARATH^Sel1
SOAP.k25.scaffold35412	SOAP.k25.scaffold35412^COPE2_ORYSI
SOAP.k25.scaffold35442	SOAP.k25.scaffold35442^TDL1_ARATH
SOAP.k25.scaffold35491	SOAP.k25.scaffold35491^GEML4_ARATH^GRAM
SOAP.k25.scaffold35497	SOAP.k25.scaffold35497^NHL13_ARATH^LEA_2
SOAP.k25.scaffold35501	SOAP.k25.scaffold35501^E131_ARATH^X8
SOAP.k25.scaffold35535	SOAP.k25.scaffold35535^GPX1_PEA^Redoxin
SOAP.k25.scaffold35716	SOAP.k25.scaffold35716^Choline_bind_4
SOAP.k25.scaffold35750	SOAP.k25.scaffold35750^EXB16_ORYSJ^DPBB_1
SOAP.k25.scaffold35916	SOAP.k25.scaffold35916^ZDHC3_ARATH^DHHC
SOAP.k25.scaffold35962	SOAP.k25.scaffold35962^UBC28_ARATH
SOAP.k25.scaffold36073	SOAP.k25.scaffold36073^ADF_VITVI^Cofilin_ADF
SOAP.k25.scaffold36119	SOAP.k25.scaffold36119^APC11_ARATH^RT_RNaseH_2
SOAP.k25.scaffold36249	SOAP.k25.scaffold36249^BAG2_ARATH^ubiquitin
SOAP.k25.scaffold36351	SOAP.k25.scaffold36351^SC15B_ARATH^EXOC6_Sec15_N
SOAP.k25.scaffold3668	SOAP.k25.scaffold3668^TAF6_ARATH^TAF
SOAP.k25.scaffold36734	SOAP.k25.scaffold36734^DNLI1_ARATH^DNA_ligase_A_N
SOAP.k25.scaffold36739	SOAP.k25.scaffold36739^FRS6_ARATH^FAR1
SOAP.k25.scaffold36885	SOAP.k25.scaffold36885^NTPPB_DICDI^Maf
SOAP.k25.scaffold36942	SOAP.k25.scaffold36942^PAC4
SOAP.k25.scaffold37287	SOAP.k25.scaffold37287^NCASE_ORYSJ
SOAP.k25.scaffold37298	SOAP.k25.scaffold37298^ACPM1_ARATH^PP-binding
SOAP.k25.scaffold37341	SOAP.k25.scaffold37341^DUF688
SOAP.k25.scaffold37431	SOAP.k25.scaffold37431^REDX2_CATRO
SOAP.k25.scaffold37433	SOAP.k25.scaffold37433^P2C40_ARATH
SOAP.k25.scaffold37634	SOAP.k25.scaffold37634^OFT20_BRANA
SOAP.k25.scaffold3775	SOAP.k25.scaffold3775^RH42_ARATH^DEAD
SOAP.k25.scaffold37830	SOAP.k25.scaffold37830^AFP3_ARATH^TDBD
SOAP.k25.scaffold37863	SOAP.k25.scaffold37863^TPS11_ARATH^Glyco_transf_20
SOAP.k25.scaffold37898	SOAP.k25.scaffold37898^Methyltransf_23
SOAP.k25.scaffold38055	SOAP.k25.scaffold38055^RF298_ARATH
SOAP.k25.scaffold38086	SOAP.k25.scaffold38086^HGSNAT_cat
SOAP.k25.scaffold38093	SOAP.k25.scaffold38093^BH030_ARATH^HLH
SOAP.k25.scaffold38146	SOAP.k25.scaffold38146^SIGA_ARATH^Sigma70_r2
SOAP.k25.scaffold38361	SOAP.k25.scaffold38361^FB110_ARATH^F-box
SOAP.k25.scaffold38417	SOAP.k25.scaffold38417^PRP17_MOUSE^WD40
SOAP.k25.scaffold38527	SOAP.k25.scaffold38527^AI-2E_transport
SOAP.k25.scaffold38540	SOAP.k25.scaffold38540^M1250_ARATH
SOAP.k25.scaffold38578	SOAP.k25.scaffold38578^STKLJ_ARATH^DUF573
SOAP.k25.scaffold38610	SOAP.k25.scaffold38610^TPMT1_ARATH
SOAP.k25.scaffold38834	SOAP.k25.scaffold38834^PP182_ARATH^PPR
SOAP.k25.scaffold38853	SOAP.k25.scaffold38853^BSD
SOAP.k25.scaffold38976	SOAP.k25.scaffold38976^HDD1_SCHPO^YfbR-like^zf-RVT
SOAP.k25.scaffold39007	SOAP.k25.scaffold39007^PP146_ARATH
SOAP.k25.scaffold39202	SOAP.k25.scaffold39202^SG29B_ARATH^SGF29_Tudor
SOAP.k25.scaffold39243	SOAP.k25.scaffold39243^GLR33_ARATH^Peripla_BP_6
SOAP.k25.scaffold39667	SOAP.k25.scaffold39667^RL7_PROM1^Ribosomal_L12_N
SOAP.k25.scaffold39750	SOAP.k25.scaffold39750^Y1490_ARATH
SOAP.k25.scaffold39794	SOAP.k25.scaffold39794^TC132_ARATH^AIG1
SOAP.k25.scaffold39804	SOAP.k25.scaffold39804^G3PB_PEA^Gp_dh_C
SOAP.k25.scaffold39813	SOAP.k25.scaffold39813^VIP6_ARATH^TPR_16
SOAP.k25.scaffold39837	SOAP.k25.scaffold39837^HHO2_ARATH^NIGT1_ORYSJ
SOAP.k25.scaffold39902	SOAP.k25.scaffold39902^PPR21_ARATH
SOAP.k25.scaffold40043	SOAP.k25.scaffold40043^PILS2_ARATH^Mem_trans
SOAP.k25.scaffold40098	SOAP.k25.scaffold40098^RM06_MARPO^Ribosomal_L6
SOAP.k25.scaffold40244	SOAP.k25.scaffold40244^NAC2_ARATH
SOAP.k25.scaffold40274	SOAP.k25.scaffold40274^DUF4283
SOAP.k25.scaffold40457	SOAP.k25.scaffold40457^Retrotran_gag_3^rve^zf-CCHC_4
SOAP.k25.scaffold40481	SOAP.k25.scaffold40481^NU1M_OENBE^LTRA_LACLC^Intron_maturas2
SOAP.k25.scaffold40491	SOAP.k25.scaffold40491^RR16_SOYBN
SOAP.k25.scaffold40681	SOAP.k25.scaffold40681^CHR10_ARATH
SOAP.k25.scaffold40695	SOAP.k25.scaffold40695^PUB25_ARATH^U-box
SOAP.k25.scaffold40724	SOAP.k25.scaffold40724^SRL1_ARATH^PRP38_assoc
SOAP.k25.scaffold40806	SOAP.k25.scaffold40806^CAMK6_ARATH
SOAP.k25.scaffold40866	SOAP.k25.scaffold40866^B561K_ARATH^Cytochrom_B561
SOAP.k25.scaffold40954	SOAP.k25.scaffold40954^POL5_DROME^RVT_1
SOAP.k25.scaffold40963	SOAP.k25.scaffold40963^PRA1H_ARATH^PRA1
SOAP.k25.scaffold41004	SOAP.k25.scaffold41004^EVE
SOAP.k25.scaffold41299	SOAP.k25.scaffold41299^MPK10_ORYSJ^Pkinase
SOAP.k25.scaffold41363	SOAP.k25.scaffold41363^LEA34_GOSHI
SOAP.k25.scaffold41440	SOAP.k25.scaffold41440^GDL80_ARATH
SOAP.k25.scaffold41442	SOAP.k25.scaffold41442^M1250_ARATH^Exo_endo_phos^RVT_1^RVT_3
SOAP.k25.scaffold41496	SOAP.k25.scaffold41496^DUF3774
SOAP.k25.scaffold41511	SOAP.k25.scaffold41511^CFM2_ARATH^CRS1_YhbY
SOAP.k25.scaffold41569	SOAP.k25.scaffold41569^GPPL3_ARATH
SOAP.k25.scaffold41730	SOAP.k25.scaffold41730^zf-RVT
SOAP.k25.scaffold4186	SOAP.k25.scaffold4186^POL2_DROME
SOAP.k25.scaffold41912	SOAP.k25.scaffold41912^PEMT
SOAP.k25.scaffold41956	SOAP.k25.scaffold41956^PHR1_ARATH^Myb_DNA-binding
SOAP.k25.scaffold41999	SOAP.k25.scaffold41999^TPS1_BRANA
SOAP.k25.scaffold42053	SOAP.k25.scaffold42053^PP341_ARATH^PPR
SOAP.k25.scaffold42081	SOAP.k25.scaffold42081^HMGYA_SOYBN^Linker_histone
SOAP.k25.scaffold42083	SOAP.k25.scaffold42083^SGPL_ARATH^Pyridoxal_deC
SOAP.k25.scaffold42390	SOAP.k25.scaffold42390^CX171_ARATH
SOAP.k25.scaffold42413	SOAP.k25.scaffold42413^CYNS_SOYBN
SOAP.k25.scaffold42414	SOAP.k25.scaffold42414^NDHK_PEA^NDHJ_CICAR^NU3C_SOYBN^Complex1_30kDa^Oxidored_q4^Oxidored_q6
SOAP.k25.scaffold42420	SOAP.k25.scaffold42420^PSL4_ARATH^PRKCSH-like
SOAP.k25.scaffold42450	SOAP.k25.scaffold42450^FRO7_ARATH^Ferric_reduct
SOAP.k25.scaffold42499	SOAP.k25.scaffold42499^TDX_ORYSJ
SOAP.k25.scaffold42517	SOAP.k25.scaffold42517^PP1_MEDSV^STPPase_N
SOAP.k25.scaffold42522	SOAP.k25.scaffold42522^TIC40_PEA^STI1-HOP_DP
SOAP.k25.scaffold42548	SOAP.k25.scaffold42548^MTPC2_ARATH^Cation_efflux
SOAP.k25.scaffold42686	SOAP.k25.scaffold42686^NBS1_ARATH^FHA
SOAP.k25.scaffold42719	SOAP.k25.scaffold42719^E2FA_ARATH^E2F_TDP
SOAP.k25.scaffold42857	SOAP.k25.scaffold42857^CIPK9_ARATH^Pkinase
SOAP.k25.scaffold42867	SOAP.k25.scaffold42867^Transposase_32
SOAP.k25.scaffold43024	SOAP.k25.scaffold43024^APSR1_ARATH^DUF630
SOAP.k25.scaffold43079	SOAP.k25.scaffold43079^Transposase_32
SOAP.k25.scaffold43207	SOAP.k25.scaffold43207^RVT_2
SOAP.k25.scaffold43276	SOAP.k25.scaffold43276^RNHX1_ARATH^POLR_DROME^Exo_endo_phos^zf-RVT
SOAP.k25.scaffold43285	SOAP.k25.scaffold43285^DPOL_PYRFU^TCR3_ECOLX^ROP_ECOLX^BLAT_ECOLX^Beta-lactamase^DNA_pol_B_exo1^Rop
SOAP.k25.scaffold4391	SOAP.k25.scaffold4391^BBR_ARATH^zf-RING_2
SOAP.k25.scaffold4513	SOAP.k25.scaffold4513^ASSY_ARATH
SOAP.k25.scaffold5005	SOAP.k25.scaffold5005^CALS5_ARATH
SOAP.k25.scaffold5138	SOAP.k25.scaffold5138^AP1G1_ARATH
SOAP.k25.scaffold5163	SOAP.k25.scaffold5163^E1313_ARATH
SOAP.k25.scaffold5165	SOAP.k25.scaffold5165^ETC1_ARATH
SOAP.k25.scaffold5216	SOAP.k25.scaffold5216^PP177_ARATH^PPR_3
SOAP.k25.scaffold5277	SOAP.k25.scaffold5277^TI204_ARATH^TIC20
SOAP.k25.scaffold5386	SOAP.k25.scaffold5386^MAON_SOLTU
SOAP.k25.scaffold5673	SOAP.k25.scaffold5673^RH10_ARATH
SOAP.k25.scaffold5780	SOAP.k25.scaffold5780^RT16_ARATH^Ribosomal_S16
SOAP.k25.scaffold5984	SOAP.k25.scaffold5984^EF4L2_ARATH
SOAP.k25.scaffold5996	SOAP.k25.scaffold5996^RL7A1_ARATH
SOAP.k25.scaffold6001	SOAP.k25.scaffold6001^SRP_PHAVU
SOAP.k25.scaffold619	SOAP.k25.scaffold619^SKI24_ARATH
SOAP.k25.scaffold6263	SOAP.k25.scaffold6263^EXP16_ORYSJ^DPBB_1
SOAP.k25.scaffold634	SOAP.k25.scaffold634^MFDX1_ARATH
SOAP.k25.scaffold6434	SOAP.k25.scaffold6434^RNG1L_ARATH^zf-RING_2
SOAP.k25.scaffold6450	SOAP.k25.scaffold6450^CN15A_MEDTR
SOAP.k25.scaffold6460	SOAP.k25.scaffold6460^STIP1_ARATH
SOAP.k25.scaffold6643	SOAP.k25.scaffold6643^Myb_DNA-bind_3
SOAP.k25.scaffold6706	SOAP.k25.scaffold6706^MUB2_ARATH^Rad60-SLD_2
SOAP.k25.scaffold7012	SOAP.k25.scaffold7012^MA657_ARATH
SOAP.k25.scaffold7211	SOAP.k25.scaffold7211^PAPS2_ARATH^PAPS4_ARATH^PAP_NTPase
SOAP.k25.scaffold727	SOAP.k25.scaffold727^GSTUJ_ARATH
SOAP.k25.scaffold7296	SOAP.k25.scaffold7296^TF211_SCHPO
SOAP.k25.scaffold7371	SOAP.k25.scaffold7371^PB1
SOAP.k25.scaffold7515	SOAP.k25.scaffold7515^XYLT_ARATH^Glyco_transf_61
SOAP.k25.scaffold7558	SOAP.k25.scaffold7558^FLZ6_ARATH^zf-FLZ
SOAP.k25.scaffold7645	SOAP.k25.scaffold7645^CYSTM
SOAP.k25.scaffold7725	SOAP.k25.scaffold7725^JAL21_ARATH^Kelch_1
SOAP.k25.scaffold7820	SOAP.k25.scaffold7820^CCX5_ARATH^Na_Ca_ex
SOAP.k25.scaffold7888	SOAP.k25.scaffold7888^P2C16_ARATH
SOAP.k25.scaffold7954	SOAP.k25.scaffold7954^XYN1_ARATH
SOAP.k25.scaffold7962	SOAP.k25.scaffold7962^DNAJ_POLNA^DnaJ
SOAP.k25.scaffold7974	SOAP.k25.scaffold7974^BT4_ARATH^BTB
SOAP.k25.scaffold8027	SOAP.k25.scaffold8027^SNAK1_SOLTU^GASA
SOAP.k25.scaffold8291	SOAP.k25.scaffold8291^SUA_ARATH^RRM_1
SOAP.k25.scaffold8341	SOAP.k25.scaffold8341^CMKMT_ARATH^Methyltransf_16
SOAP.k25.scaffold8384	SOAP.k25.scaffold8384^PP357_ARATH
SOAP.k25.scaffold8466	SOAP.k25.scaffold8466^PP2A_HEVBR
SOAP.k25.scaffold8536	SOAP.k25.scaffold8536^VP322_ARATH
SOAP.k25.scaffold8670	SOAP.k25.scaffold8670^ATX4_ARATH
SOAP.k25.scaffold8958	SOAP.k25.scaffold8958^NDUV2_ARATH
SOAP.k25.scaffold9093	SOAP.k25.scaffold9093^GAE6_ARATH
SOAP.k25.scaffold9330	SOAP.k25.scaffold9330^Y8111_DICDI^dsDNA_bind
SOAP.k25.scaffold9341	SOAP.k25.scaffold9341^P24D9_ARATH^EMP24_GP25L
