SOAP.k25.C390845	SOAP.k25.C390845^WRK27_ARATH
SOAP.k25.scaffold17033	SOAP.k25.scaffold17033^RP44A_ARATH^PIN_4
SOAP.k25.scaffold17042	SOAP.k25.scaffold17042^DUF1635
SOAP.k25.scaffold17095	SOAP.k25.scaffold17095^UBA2C_ARATH^RRM_1
SOAP.k25.scaffold17202	SOAP.k25.scaffold17202^TIC21_ARATH^DUF3611
SOAP.k25.scaffold17212	SOAP.k25.scaffold17212^TERC_ARATH^TerC
SOAP.k25.scaffold17564	SOAP.k25.scaffold17564^GSTU5_ARATH
SOAP.k25.scaffold17690	SOAP.k25.scaffold17690^MDIS2_ARATH^LRRNT_2^PK_Tyr_Ser-Thr
SOAP.k25.scaffold177	SOAP.k25.scaffold177^RK32_PHAVU
SOAP.k25.scaffold17812	SOAP.k25.scaffold17812^SCAI_HUMAN^SCAI
SOAP.k25.scaffold17833	SOAP.k25.scaffold17833^M2K5_ARATH^Pkinase
SOAP.k25.scaffold17888	SOAP.k25.scaffold17888^VQ
SOAP.k25.scaffold1789	SOAP.k25.scaffold1789^PP449_ARATH^YEAD_SALTY^Aldose_epim^PPR
SOAP.k25.scaffold17937	SOAP.k25.scaffold17937^ATPA_PHAVU^ATP-synt_ab_N
SOAP.k25.scaffold1849	SOAP.k25.scaffold1849^YMF19_HELAN^NU3M_HELAN^Oxidored_q4^YMF19
SOAP.k25.scaffold2132	SOAP.k25.scaffold2132^IBR3_ARATH
SOAP.k25.scaffold2211	SOAP.k25.scaffold2211^PRFB1_ARATH^PCRF
SOAP.k25.scaffold2220	SOAP.k25.scaffold2220^CATB_MEDTR^Inhibitor_I29
SOAP.k25.scaffold2276	SOAP.k25.scaffold2276^LUL4_ARATH
SOAP.k25.scaffold2434	SOAP.k25.scaffold2434^AROD2_ARATH^PDT
SOAP.k25.scaffold2496	SOAP.k25.scaffold2496^MKP1_ARATH
SOAP.k25.scaffold27	SOAP.k25.scaffold27^LRK51_ARATH^Lectin_legB
SOAP.k25.scaffold292	SOAP.k25.scaffold292^NMT1_ARATH^NMT
SOAP.k25.scaffold293	SOAP.k25.scaffold293^PHT13_PETHY^Sugar_tr
SOAP.k25.scaffold3030	SOAP.k25.scaffold3030^WDR25_HUMAN^WD40
SOAP.k25.scaffold3061	SOAP.k25.scaffold3061^PP274_ARATH^PPR
SOAP.k25.scaffold313	SOAP.k25.scaffold313^NLTP2_APIGA
SOAP.k25.scaffold3172	SOAP.k25.scaffold3172^ECI2_ARATH^ECH_1
SOAP.k25.scaffold3273	SOAP.k25.scaffold3273^STY17_ARATH
SOAP.k25.scaffold3640	SOAP.k25.scaffold3640^AMT11_ARATH^Ammonium_transp
SOAP.k25.scaffold3764	SOAP.k25.scaffold3764^CCL9_HUMLU
SOAP.k25.scaffold3835	SOAP.k25.scaffold3835^LUC7_SCHPO^LUC7
SOAP.k25.scaffold3890	SOAP.k25.scaffold3890^PHI1_TOBAC^Phi_1
SOAP.k25.scaffold3892	SOAP.k25.scaffold3892^UGPI7_ARATH
SOAP.k25.scaffold3971	SOAP.k25.scaffold3971^FTSHB_ARATH
SOAP.k25.scaffold4150	SOAP.k25.scaffold4150^AHP1_ARATH
SOAP.k25.scaffold4240	SOAP.k25.scaffold4240^RZ1A_ARATH^zf-CCHC
SOAP.k25.scaffold4268	SOAP.k25.scaffold4268^CYL2_ARATH
SOAP.k25.scaffold4519	SOAP.k25.scaffold4519^VTI12_ARATH^V-SNARE
SOAP.k25.scaffold4687	SOAP.k25.scaffold4687^B1L_ARATH^ROH1-like
SOAP.k25.scaffold4701	SOAP.k25.scaffold4701^DUF3531
SOAP.k25.scaffold4860	SOAP.k25.scaffold4860^rve
SOAP.k25.scaffold4889	SOAP.k25.scaffold4889^KCO5_ARATH^Ion_trans
SOAP.k25.scaffold5153	SOAP.k25.scaffold5153^Sas10_Utp3
SOAP.k25.scaffold5449	SOAP.k25.scaffold5449^708D1_SOYBN
SOAP.k25.scaffold5471	SOAP.k25.scaffold5471^AI5L2_ARATH^bZIP_2
SOAP.k25.scaffold5490	SOAP.k25.scaffold5490^PB1
SOAP.k25.scaffold5495	SOAP.k25.scaffold5495^LEA_2
SOAP.k25.scaffold5656	SOAP.k25.scaffold5656^PAP6_ARATH^PAP_fibrillin
SOAP.k25.scaffold578	SOAP.k25.scaffold578^UGDH4_ORYSJ^UDPG_MGDP_dh_N
SOAP.k25.scaffold5811	SOAP.k25.scaffold5811^ORANG_ARATH
SOAP.k25.scaffold582	SOAP.k25.scaffold582^YLMG2_ARATH
SOAP.k25.scaffold5855	SOAP.k25.scaffold5855^EF102_ARATH^AP2
SOAP.k25.scaffold5937	SOAP.k25.scaffold5937^SYP31_ARATH^SNARE
SOAP.k25.scaffold5986	SOAP.k25.scaffold5986^XYN1_ARATH^DUF1644^Glyco_hydro_10
SOAP.k25.scaffold6042	SOAP.k25.scaffold6042^SH3P1_ARATH^SH3_2
SOAP.k25.scaffold6082	SOAP.k25.scaffold6082^ABIL2_ARATH
SOAP.k25.scaffold6146	SOAP.k25.scaffold6146^HIP23_ARATH^HMA
SOAP.k25.scaffold6173	SOAP.k25.scaffold6173^CRK10_ARATH
SOAP.k25.scaffold6221	SOAP.k25.scaffold6221^BPC2_ARATH^GAGA_bind
SOAP.k25.scaffold6400	SOAP.k25.scaffold6400^Y3795_ARATH
SOAP.k25.scaffold642	SOAP.k25.scaffold642^PUB45_ARATH^U-box
SOAP.k25.scaffold6475	SOAP.k25.scaffold6475^GSTL3_ARATH^GST_N_3
SOAP.k25.scaffold6591	SOAP.k25.scaffold6591^RPV1_VITRO^NB-ARC
SOAP.k25.scaffold6608	SOAP.k25.scaffold6608^NDK5_ARATH^NDK
SOAP.k25.scaffold662	SOAP.k25.scaffold662^GXM1_ARATH^IRX15_IRX15L_GXM
SOAP.k25.scaffold6628	SOAP.k25.scaffold6628^AMR1A_DANRE^WD40
SOAP.k25.scaffold6630	SOAP.k25.scaffold6630^EF1D_SPUBR
SOAP.k25.scaffold6719	SOAP.k25.scaffold6719^BZP53_ARATH^bZIP_2
SOAP.k25.scaffold6732	SOAP.k25.scaffold6732^GPX6_ARATH
SOAP.k25.scaffold704	SOAP.k25.scaffold704^SKI16_ARATH^DUF525
SOAP.k25.scaffold7189	SOAP.k25.scaffold7189^AFC3_ARATH
SOAP.k25.scaffold7258	SOAP.k25.scaffold7258^AP3M_ARATH^Adap_comp_sub
SOAP.k25.scaffold7277	SOAP.k25.scaffold7277^QCR8_SOLTU^Cyt_b-c1_8
SOAP.k25.scaffold7387	SOAP.k25.scaffold7387^THIK2_ARATH^Thiolase_N
SOAP.k25.scaffold7426	SOAP.k25.scaffold7426^LEA_2
SOAP.k25.scaffold7432	SOAP.k25.scaffold7432^MIEL1_ARATH
SOAP.k25.scaffold7451	SOAP.k25.scaffold7451^AUG5_ARATH^HAUS5
SOAP.k25.scaffold7613	SOAP.k25.scaffold7613^PAIP2_ARATH^AIPP2_ARATH
SOAP.k25.scaffold7641	SOAP.k25.scaffold7641^2KGR_VITVI^2-Hacid_dh
SOAP.k25.scaffold7667	SOAP.k25.scaffold7667^BZP23_ARATH^bZIP_2
SOAP.k25.scaffold7682	SOAP.k25.scaffold7682^RL191_ARATH^Ribosomal_L19e
SOAP.k25.scaffold7692	SOAP.k25.scaffold7692^S1FA_SPIOL
SOAP.k25.scaffold7779	SOAP.k25.scaffold7779^BEH4_ARATH^BES1_N
SOAP.k25.scaffold7945	SOAP.k25.scaffold7945^PHL2_ARATH^Myb_DNA-binding
SOAP.k25.scaffold806	SOAP.k25.scaffold806^6PGL2_ORYSI
SOAP.k25.scaffold8100	SOAP.k25.scaffold8100^DVL22_ARATH
SOAP.k25.scaffold8176	SOAP.k25.scaffold8176^RH50_ARATH^DEAD
SOAP.k25.scaffold836	SOAP.k25.scaffold836^AN13B_HUMAN^Ank
SOAP.k25.scaffold8370	SOAP.k25.scaffold8370^AMPD_ARATH^AMP_deaminase
SOAP.k25.scaffold8401	SOAP.k25.scaffold8401^LORF2_HUMAN^RVT_1
SOAP.k25.scaffold8555	SOAP.k25.scaffold8555^KCS4_ARATH^FAE1_CUT1_RppA
SOAP.k25.scaffold8564	SOAP.k25.scaffold8564^DOF53_ARATH^zf-Dof
SOAP.k25.scaffold8624	SOAP.k25.scaffold8624^PSA22_ORYSJ
SOAP.k25.scaffold876	SOAP.k25.scaffold876^TOM2B_ARATH
SOAP.k25.scaffold8988	SOAP.k25.scaffold8988^CNIF3_ARATH^Aminotran_5
SOAP.k25.scaffold9013	SOAP.k25.scaffold9013^SC31B_ARATH
SOAP.k25.scaffold9233	SOAP.k25.scaffold9233^HS154_ARATH^HSP20
SOAP.k25.scaffold9385	SOAP.k25.scaffold9385^IDHC_TOBAC^Iso_dh
SOAP.k25.scaffold94	SOAP.k25.scaffold94^2ABB_ORYSI
SOAP.k25.scaffold9543	SOAP.k25.scaffold9543^U1159_ARATH^PDCD7
SOAP.k25.scaffold9600	SOAP.k25.scaffold9600^TFB5_ARATH
SOAP.k25.scaffold9699	SOAP.k25.scaffold9699^TOM3_TOBAC
SOAP.k25.scaffold9711	SOAP.k25.scaffold9711^CYQ32_CATRO^p450
SOAP.k25.scaffold9828	SOAP.k25.scaffold9828^TMA7_CAEBR
SOAP.k25.scaffold9873	SOAP.k25.scaffold9873^ETHE1_ARATH^Lactamase_B
SOAP.k25.scaffold9892	SOAP.k25.scaffold9892^OTU7_ARATH^OTU
SOAP.k25.scaffold9894	SOAP.k25.scaffold9894^O-FucT
SOAP.k35.C103361	SOAP.k35.C103361^NADA_ARATH
SOAP.k35.C107641	SOAP.k35.C107641^CESA6_ARATH
SOAP.k35.C192732	SOAP.k35.C192732^1433B_SOYBN
SOAP.k35.C202540	SOAP.k35.C202540^WNK11_ARATH
SOAP.k35.C203992	SOAP.k35.C203992^CSPL8_SOYBN
SOAP.k35.C209616	SOAP.k35.C209616^NES_SOYBN
SOAP.k35.C209708	SOAP.k35.C209708^PP11_SCHPO
SOAP.k35.C212212	SOAP.k35.C212212^SPK1_ARATH
SOAP.k35.C218326	SOAP.k35.C218326^TRL32_ARATH
SOAP.k35.C220162	SOAP.k35.C220162^SUT13_ARATH
SOAP.k35.C222980	SOAP.k35.C222980^ICE1_ARATH^HLH
SOAP.k35.C223250	SOAP.k35.C223250^Y4445_ARATH
SOAP.k35.C223740	SOAP.k35.C223740^FBX13_ARATH^F-box
SOAP.k35.C226104	SOAP.k35.C226104^GRS10_ARATH^Glutaredoxin
SOAP.k35.C230536	SOAP.k35.C230536^PP274_ARATH
SOAP.k35.C230924	SOAP.k35.C230924^ELF4_ARATH^Elf4
SOAP.k35.C232074	SOAP.k35.C232074^ZAT11_ARATH^zf-C2H2_6
SOAP.k35.C233798	SOAP.k35.C233798^ACH12_ARATH^2OG-FeII_Oxy
SOAP.k35.C234292	SOAP.k35.C234292^Y7715_DICDI^Ctf8
SOAP.k35.C234374	SOAP.k35.C234374^PPA1_ARATH^fn3_PAP
SOAP.k35.C235684	SOAP.k35.C235684^CSPLH_ARATH
SOAP.k35.C235882	SOAP.k35.C235882^DPNPH_ARATH^Inositol_P
SOAP.k35.C237050	SOAP.k35.C237050^LysM
SOAP.k35.C237872	SOAP.k35.C237872^ATL6_ARATH^zf-rbx1
SOAP.k35.C238870	SOAP.k35.C238870^ERD7_ARATH^Senescence
SOAP.k35.C239234	SOAP.k35.C239234^CDT5_ORYSI
SOAP.k35.C239764	SOAP.k35.C239764^DUF3675
SOAP.k35.C240680	SOAP.k35.C240680^E1312_ARATH^X8
SOAP.k35.C241316	SOAP.k35.C241316^PMEI
SOAP.k35.C241488	SOAP.k35.C241488^SP1L1_ARATH
SOAP.k35.C241520	SOAP.k35.C241520^TRL11_ARATH
SOAP.k35.C241726	SOAP.k35.C241726^PR1F2_ARATH
SOAP.k35.C241750	SOAP.k35.C241750^FOLT1_ARATH^Mito_carr
SOAP.k35.C242066	SOAP.k35.C242066^DCTD_DROME^dCMP_cyt_deam_1
SOAP.k35.C244048	SOAP.k35.C244048^APC11_ARATH
SOAP.k35.C244710	SOAP.k35.C244710^EF-hand_5
SOAP.k35.C244768	SOAP.k35.C244768^BRH1_ARATH^zf-RING_2
SOAP.k35.C244890	SOAP.k35.C244890^Y4844_ARATH^Ssb-like_OB
SOAP.k35.C246256	SOAP.k35.C246256^AMT32_ORYSJ^Ammonium_transp
SOAP.k35.C246354	SOAP.k35.C246354^LBD22_ARATH^LOB
SOAP.k35.C246652	SOAP.k35.C246652^S404_ARATH^Senescence_reg
SOAP.k35.C246672	SOAP.k35.C246672^SC61B_ARATH^Sec61_beta
SOAP.k35.C247094	SOAP.k35.C247094^PYL12_ARATH^Polyketide_cyc2
SOAP.k35.C247494	SOAP.k35.C247494^HIDM_GLYEC^Abhydrolase_3
SOAP.k35.C247692	SOAP.k35.C247692^CVIF1_ARATH^PMEI
SOAP.k35.C247930	SOAP.k35.C247930^PDCB2_ARATH^X8
SOAP.k35.C248104	SOAP.k35.C248104^RHA2A_ARATH^zf-RING_2
SOAP.k35.C248548	SOAP.k35.C248548^YIPL7_ARATH^Yippee-Mis18
SOAP.k35.C248892	SOAP.k35.C248892^BZP43_ARATH^bZIP_2
SOAP.k35.C248906	SOAP.k35.C248906^S404_ARATH^Senescence_reg
SOAP.k35.C249450	SOAP.k35.C249450^R27A3_ARATH^Ribosomal_L27A
SOAP.k35.C249580	SOAP.k35.C249580^CSPLA_SOYBN^CASP_dom
SOAP.k35.C250278	SOAP.k35.C250278^AAPC_CENCI^Aldose_epim
SOAP.k35.C250344	SOAP.k35.C250344^OSL3_ARATH^Thaumatin
SOAP.k35.C251006	SOAP.k35.C251006^NQR_ARATH^FMN_red
SOAP.k35.C251826	SOAP.k35.C251826^CP18B_ARATH^Pro_isomerase
SOAP.k35.C252018	SOAP.k35.C252018^IF1C_SOYBN^eIF-1a
SOAP.k35.C252400	SOAP.k35.C252400^PDI51_ARATH^Thioredoxin
SOAP.k35.C252542	SOAP.k35.C252542^HLP_ARATH^Ribosomal_L14
SOAP.k35.C252766	SOAP.k35.C252766^IMP3_BOVIN^Ribosomal_S4
SOAP.k35.C253260	SOAP.k35.C253260^RM47_MOUSE^MRP-L47
SOAP.k35.C253860	SOAP.k35.C253860^zf-C3HC4_3
SOAP.k35.C254750	SOAP.k35.C254750^ACFR4_ARATH^Cytochrom_B561
SOAP.k35.C255666	SOAP.k35.C255666^YC20L_ARATH^DUF565
SOAP.k35.C255928	SOAP.k35.C255928^RIMP_LEPBA
SOAP.k35.C256130	SOAP.k35.C256130^DUF212
SOAP.k35.C256178	SOAP.k35.C256178^DUSA_SHIFL^Dus
SOAP.k35.C256288	SOAP.k35.C256288^LOL1_ARATH^zf-LSD1
SOAP.k35.C256918	SOAP.k35.C256918^TRXY1_ARATH^Thioredoxin
SOAP.k35.C257236	SOAP.k35.C257236^DnaJ
SOAP.k35.C257248	SOAP.k35.C257248^TLPH_ORYSJ^Thaumatin
SOAP.k35.C257654	SOAP.k35.C257654^GSTF_HYOMU^GST_N
SOAP.k35.C258216	SOAP.k35.C258216^TOM1_TOBAC^THH1_TOM1-3_dom
SOAP.k35.C258320	SOAP.k35.C258320^RB11A_LOTJA^Arf
SOAP.k35.C258332	SOAP.k35.C258332^PLR1_ARATH^Aldo_ket_red
SOAP.k35.C258372	SOAP.k35.C258372^FLA11_ARATH^Fasciclin
SOAP.k35.C258648	SOAP.k35.C258648^P24D3_ARATH^EMP24_GP25L
SOAP.k35.C258664	SOAP.k35.C258664^VAB_ARATH^Auxin_canalis
SOAP.k35.C258686	SOAP.k35.C258686^MGN_EUPLA^Mago_nashi
SOAP.k35.C258820	SOAP.k35.C258820^AFP3_ARATH
SOAP.k35.C258880	SOAP.k35.C258880^PIN1B_ORYSJ^Mem_trans
SOAP.k35.C259074	SOAP.k35.C259074^PHI1_TOBAC^Phi_1
SOAP.k35.C259306	SOAP.k35.C259306^CAES_ARATH^SASA
SOAP.k35.C259572	SOAP.k35.C259572^Y3623_ARATH^BTB
SOAP.k35.C259754	SOAP.k35.C259754^CNX3_ARATH^MoaC
SOAP.k35.C260398	SOAP.k35.C260398^PLPHP_BOVIN^Ala_racemase_N
SOAP.k35.C260560	SOAP.k35.C260560^OTU7_ARATH^OTU
SOAP.k35.C260640	SOAP.k35.C260640^ACL5_ARATH
SOAP.k35.C260972	SOAP.k35.C260972^SGGP_ARATH^Hydrolase
SOAP.k35.C261400	SOAP.k35.C261400^Pollen_Ole_e_1
SOAP.k35.C261456	SOAP.k35.C261456^COX3_ARATH^COX3
SOAP.k35.C261488	SOAP.k35.C261488^ENT3_ARATH^Nucleoside_tran
SOAP.k35.C261732	SOAP.k35.C261732^PCNA_PEA^PCNA_N
SOAP.k35.C261916	SOAP.k35.C261916^MYB52_ARATH^Myb_DNA-binding
SOAP.k35.C261988	SOAP.k35.C261988^SAU36_ARATH^Auxin_inducible
SOAP.k35.C262046	SOAP.k35.C262046^LVR_LEIAQ^adh_short
SOAP.k35.C262420	SOAP.k35.C262420^CLH2_ARATH^Chlorophyllase
SOAP.k35.C262512	SOAP.k35.C262512^VP241_ARATH^Snf7
SOAP.k35.C262574	SOAP.k35.C262574^Bap31_Bap29_C
SOAP.k35.C262614	SOAP.k35.C262614^ZAT5_ARATH^zf-C2H2_6
SOAP.k35.C262694	SOAP.k35.C262694^SAP11_ARATH^zf-AN1
SOAP.k35.C262900	SOAP.k35.C262900^PDLP1_ARATH^Stress-antifung
SOAP.k35.C263004	SOAP.k35.C263004^Y2766_ARATH^NAD_binding_10
SOAP.k35.C263178	SOAP.k35.C263178^GSTX6_SOYBN^GST_N
SOAP.k35.C263302	SOAP.k35.C263302^EXOS8_HUMAN^RNase_PH
SOAP.k35.C263600	SOAP.k35.C263600^DIV_ANTMA^Myb_DNA-binding
SOAP.k35.C263814	SOAP.k35.C263814^HSA32_ARATH^ComA
SOAP.k35.C263952	SOAP.k35.C263952^FQRL1_ARATH^Flavodoxin_1
SOAP.k35.C264120	SOAP.k35.C264120^CLPP4_ARATH^CLP_protease
SOAP.k35.C264322	SOAP.k35.C264322^FB95_ARATH^F-box
SOAP.k35.C264348	SOAP.k35.C264348^DOF56_ARATH^zf-Dof
SOAP.k35.C264682	SOAP.k35.C264682^EBIII_PETHY^Myb_DNA-binding
SOAP.k35.C264762	SOAP.k35.C264762^ORP1C_ARATH^PH
SOAP.k35.C264898	SOAP.k35.C264898^LEA_2
SOAP.k35.C264952	SOAP.k35.C264952^TPRL3_ERYCB^adh_short
SOAP.k35.C265048	SOAP.k35.C265048^LEA_2
SOAP.k35.C265378	SOAP.k35.C265378^FLA11_ARATH^Fasciclin
SOAP.k35.C265420	SOAP.k35.C265420^THF1_SOLTU^ThylakoidFormat
SOAP.k35.C265546	SOAP.k35.C265546^RD19A_ARATH^Inhibitor_I29
SOAP.k35.C265700	SOAP.k35.C265700^GATA5_ARATH^GATA
SOAP.k35.C266270	SOAP.k35.C266270^TBL42_ARATH^PMR5N
SOAP.k35.C266276	SOAP.k35.C266276^MDHG_CUCSA^Ldh_1_N
SOAP.k35.C266394	SOAP.k35.C266394^GTL1_ARATH^Myb_DNA-bind_4
SOAP.k35.C266618	SOAP.k35.C266618^AGAL_CYATE^Melibiase_2
SOAP.k35.C266806	SOAP.k35.C266806^AB20I_ARATH^ABC_tran
SOAP.k35.C266856	SOAP.k35.C266856^GLAK1_ARATH^GHMP_kinases_N
SOAP.k35.C266898	SOAP.k35.C266898^OTU9_ARATH^OTU
SOAP.k35.C266946	SOAP.k35.C266946^ASAT1_ARATH^MBOAT_2
SOAP.k35.C267774	SOAP.k35.C267774^VIPP1_ARATH^PspA_IM30
SOAP.k35.C267838	SOAP.k35.C267838^CXE12_ARATH^COesterase
SOAP.k35.C268280	SOAP.k35.C268280^CSPLV_ARATH^CASP_dom
SOAP.k35.C268472	SOAP.k35.C268472^RK176_ORYSJ^Pkinase
SOAP.k35.C268608	SOAP.k35.C268608^FAF3_ARATH^FAF
SOAP.k35.C268664	SOAP.k35.C268664^BOI_ARATH^zf-C3HC4_3
SOAP.k35.C268916	SOAP.k35.C268916^Hydrolase_4
SOAP.k35.C269208	SOAP.k35.C269208^AHL1_ARATH^AT_hook
SOAP.k35.C269273	SOAP.k35.C269273^CADH1_ARATH^ADH_N
SOAP.k35.C269311	SOAP.k35.C269311^ODBB1_ARATH^Transket_pyr
SOAP.k35.C269339	SOAP.k35.C269339^BUP1_ARATH^CN_hydrolase
SOAP.k35.C269601	SOAP.k35.C269601^PRFB3_ARATH^PCRF
SOAP.k35.C269645	SOAP.k35.C269645^FB119_ARATH^F-box
SOAP.k35.C269689	SOAP.k35.C269689^S2544_MOUSE^Mito_carr
SOAP.k35.C269719	SOAP.k35.C269719^S35F1_HUMAN^SLC35F
SOAP.k35.C269815	SOAP.k35.C269815^FB119_ARATH^F-box
SOAP.k35.C270159	SOAP.k35.C270159^THLP1_ARATH^Thaumatin
SOAP.k35.C270297	SOAP.k35.C270297^DIV_ANTMA^Myb_DNA-binding
SOAP.k35.C270309	SOAP.k35.C270309^Pollen_Ole_e_1
SOAP.k35.C270523	SOAP.k35.C270523^FLA10_ARATH^Fasciclin
SOAP.k35.C270529	SOAP.k35.C270529^Y5713_ARATH
SOAP.k35.C270723	SOAP.k35.C270723^P2C13_ARATH^PP2C
SOAP.k35.C270745	SOAP.k35.C270745^STKLD_ARATH^DUF573
SOAP.k35.C270823	SOAP.k35.C270823^SKI15_ARATH^F-box
SOAP.k35.C270847	SOAP.k35.C270847^NIPA6_ARATH^Mg_trans_NIPA
SOAP.k35.C270973	SOAP.k35.C270973^PPX2_ARATH^Metallophos
SOAP.k35.C270991	SOAP.k35.C270991^PHIP1_ARATH^RRM_1
SOAP.k35.C271069	SOAP.k35.C271069^BH048_ARATH^HLH
SOAP.k35.C271109	SOAP.k35.C271109^zf-met
SOAP.k35.C271153	SOAP.k35.C271153^BRXL2_ARATH^BRX_N
SOAP.k35.C271171	SOAP.k35.C271171^ABD18_MOUSE^ABHD18
SOAP.k35.C271205	SOAP.k35.C271205^RING1_ARATH^zf-RING_2
SOAP.k35.C271213	SOAP.k35.C271213^SSUH2_HUMAN
SOAP.k35.C271287	SOAP.k35.C271287^P2A10_ARATH
SOAP.k35.C271425	SOAP.k35.C271425^MCAT_ARATH^Mito_carr
SOAP.k35.C271619	SOAP.k35.C271619^MAEA_ARATH^CTLH
SOAP.k35.C271705	SOAP.k35.C271705^IQD26_ARATH^IQ
SOAP.k35.C271879	SOAP.k35.C271879^YGI3_SCHPO^WD40
SOAP.k35.C271943	SOAP.k35.C271943^PSNB_ARATH^Presenilin
SOAP.k35.C272047	SOAP.k35.C272047^GTE1_ARATH^Bromodomain
SOAP.k35.C272275	SOAP.k35.C272275^MIK_ARATH^PfkB
SOAP.k35.C272285	SOAP.k35.C272285^AAT1_MEDSA^Aminotran_1_2
SOAP.k35.C272319	SOAP.k35.C272319^PBL19_ARATH^Pkinase
SOAP.k35.C272439	SOAP.k35.C272439^AVT6C_ARATH^Aa_trans
SOAP.k35.C272487	SOAP.k35.C272487^TOP6A_ARATH^TP6A_N
SOAP.k35.C272547	SOAP.k35.C272547^SIPKK_TOBAC^Pkinase
SOAP.k35.C272597	SOAP.k35.C272597^PGIP2_ARATH^LRRNT_2
SOAP.k35.C272607	SOAP.k35.C272607^HSFB4_ARATH^HSF_DNA-bind
SOAP.k35.C272673	SOAP.k35.C272673^MRS21_ARATH
SOAP.k35.C272903	SOAP.k35.C272903^PBRP1_ARATH^TFIIB
SOAP.k35.C272909	SOAP.k35.C272909^PME12_ARATH^PMEI
SOAP.k35.C272937	SOAP.k35.C272937^E135_ARATH^Glyco_hydro_17
SOAP.k35.C272939	SOAP.k35.C272939^TBB1_SOYBN^Tubulin
SOAP.k35.C272945	SOAP.k35.C272945^GME1_ORYSJ^Epimerase
SOAP.k35.C273321	SOAP.k35.C273321^MYB61_ARATH^Myb_DNA-binding
SOAP.k35.C273393	SOAP.k35.C273393^XB31_ARATH^Ank_2
SOAP.k35.C273409	SOAP.k35.C273409^PPA15_ARATH^Pur_ac_phosph_N
SOAP.k35.C273545	SOAP.k35.C273545^ENT3_ARATH^Nucleoside_tran
SOAP.k35.C273557	SOAP.k35.C273557^RIPK_ARATH^PK_Tyr_Ser-Thr
SOAP.k35.C273589	SOAP.k35.C273589^PCS1L_ARATH^TAXi_N
SOAP.k35.C273787	SOAP.k35.C273787^RGSL1_ARATH^RVT_3
SOAP.k35.C273913	SOAP.k35.C273913^TBA4_GOSHI^Tubulin
SOAP.k35.C274081	SOAP.k35.C274081^FAP2_ARATH^Chalcone
SOAP.k35.C274323	SOAP.k35.C274323^SCP40_ARATH^Peptidase_S10
SOAP.k35.C274475	SOAP.k35.C274475^MNMA_BORBU^tRNA_Me_trans
SOAP.k35.C274607	SOAP.k35.C274607^DOF31_ARATH^zf-Dof
SOAP.k35.C274783	SOAP.k35.C274783^LSB3_YEAS7^FYVE
SOAP.k35.C274931	SOAP.k35.C274931^SUN4_ARATH^Sad1_UNC
SOAP.k35.C275067	SOAP.k35.C275067^DUF604^Fringe
SOAP.k35.C275247	SOAP.k35.C275247^PCRK1_ARATH^PK_Tyr_Ser-Thr
SOAP.k35.C275503	SOAP.k35.C275503^Y3725_ARATH^GTP-bdg_N
SOAP.k35.C275547	SOAP.k35.C275547^ACR8_ARATH^ACT
SOAP.k35.C275555	SOAP.k35.C275555^RVE7_ARATH^Myb_DNA-binding
SOAP.k35.C275749	SOAP.k35.C275749^DGUOK_HUMAN^dNK
SOAP.k35.C275945	SOAP.k35.C275945^AZG1_ARATH^Xan_ur_permease
SOAP.k35.C276235	SOAP.k35.C276235^GAE3_ARATH^Epimerase
SOAP.k35.C276265	SOAP.k35.C276265^COG2_ARATH^COG2_C
SOAP.k35.C276367	SOAP.k35.C276367^CAAT9_ARATH^AA_permease_2
SOAP.k35.C276381	SOAP.k35.C276381^NAC14_ARATH^NAM
SOAP.k35.C276509	SOAP.k35.C276509^DUF761
SOAP.k35.C276523	SOAP.k35.C276523^PTR6_ARATH^PTR2
SOAP.k35.C276677	SOAP.k35.C276677^AAP7_ARATH^Aa_trans
SOAP.k35.C276819	SOAP.k35.C276819^SCL8_ARATH^GRAS
SOAP.k35.C276931	SOAP.k35.C276931^WDL7_ARATH^TPX2
SOAP.k35.C276959	SOAP.k35.C276959^RUBB_PEA^Cpn60_TCP1
SOAP.k35.C276969	SOAP.k35.C276969^VPE2_PHAVU^Peptidase_C13
SOAP.k35.C277009	SOAP.k35.C277009^GP1_SOLLC^BURP
SOAP.k35.C277013	SOAP.k35.C277013^OST1A_ARATH^Ribophorin_I
SOAP.k35.C277279	SOAP.k35.C277279^SGS3_SOLLC^zf-XS
SOAP.k35.C277311	SOAP.k35.C277311^Myb_DNA-binding
SOAP.k35.C277541	SOAP.k35.C277541^Rhodanese
SOAP.k35.C277849	SOAP.k35.C277849^RKF3_ARATH^SPARK
SOAP.k35.C278001	SOAP.k35.C278001^MSL2_ARATH^MS_channel_2nd
SOAP.k35.C278017	SOAP.k35.C278017^Y1790_ARATH^NPH3
SOAP.k35.C278035	SOAP.k35.C278035^CAP1_ARATH^ANTH
SOAP.k35.C278265	SOAP.k35.C278265^WDR44_BOVIN^WD40
SOAP.k35.C278301	SOAP.k35.C278301^OPS_ARATH^DUF740
SOAP.k35.C278343	SOAP.k35.C278343^Y1044_ARATH^BTB
SOAP.k35.C278375	SOAP.k35.C278375^FTSH9_ARATH^FtsH_ext
SOAP.k35.C278481	SOAP.k35.C278481^AB5F_ARATH^ABC_tran
SOAP.k35.C278593	SOAP.k35.C278593^VAC14_ARATH^Vac14_Fab1_bd
